Gene	Transcript_ID	Protein_ID	Length
PPT1	ENST00000642050.2	ENSP00000493153.1	306
PPT1	ENST00000641083.1	ENSP00000493369.1	323
PPT1	ENST00000433473.8	ENSP00000394863.4	305
PPT1	ENST00000641319.1	ENSP00000493128.1	301
PPT1	ENST00000439754.6	ENSP00000403207.2	282
PPT1	ENST00000449045.7	ENSP00000392293.2	203
PPT1	ENST00000641381.1	ENSP00000493359.1	78
PPT1	ENST00000527311.7	ENSP00000436695.3	208
PRDM1	ENST00000652320.1	ENSP00000498580.1	789
PRDM1	ENST00000651185.1	ENSP00000498716.1	789
PRDM1	ENST00000369091.6	ENSP00000358087.2	789
PRDM1	ENST00000369096.9	ENSP00000358092.4	825
PRDM1	ENST00000424894.1	ENSP00000395566.1	63
PRDM1	ENST00000648754.1	ENSP00000498029.1	839
PRDM1	ENST00000450060.5	ENSP00000399772.1	171
PRDM1	ENST00000369089.3	ENSP00000358085.3	691
PRDM5	ENST00000264808.8	ENSP00000264808.3	630
PRDM5	ENST00000428209.6	ENSP00000404832.2	599
PRDM5	ENST00000515109.5	ENSP00000422309.1	501
PRDM5	ENST00000394435.2	ENSP00000377955.2	111
PROK2	ENST00000295619.4	ENSP00000295619.3	129
PROK2	ENST00000353065.7	ENSP00000295618.3	108
PROSER3	ENST00000444637.6	ENSP00000394231.2	86
PROSER3	ENST00000696040.1	ENSP00000512345.1	702
PROSER3	ENST00000696041.1	ENSP00000512346.1	795
PROSER3	ENST00000696042.1	ENSP00000512347.1	791
PROSER3	ENST00000396908.9	ENSP00000380116.5	480
PROSER3	ENST00000301165.9	ENSP00000301165.5	255
PROSER3	ENST00000646935.2	ENSP00000496769.2	724
PROSER3	ENST00000536950.5	ENSP00000466822.1	193
PROSER3	ENST00000537459.5	ENSP00000439886.2	194
PROSER3	ENST00000421853.6	ENSP00000469661.1	94
PROSER3	ENST00000545674.5	ENSP00000440357.1	93
PROSER3	ENST00000542134.1	ENSP00000474471.2	90
PROX2	ENST00000673765.1	ENSP00000501015.1	365
PROX2	ENST00000556489.4	ENSP00000451223.2	592
PROX2	ENST00000619947.1	ENSP00000478947.1	8
PRR33	ENST00000640310.2	ENSP00000491327.1	479
PRRG4	ENST00000257836.4	ENSP00000257836.3	226
PTAFR	ENST00000373857.8	ENSP00000362965.3	342
PTAFR	ENST00000539896.1	ENSP00000442658.1	342
PTAFR	ENST00000305392.3	ENSP00000301974.3	342
PTEN	ENST00000688308.1	ENSP00000508752.1	403
PTEN	ENST00000693560.1	ENSP00000509861.1	576
PTEN	ENST00000700029.2	ENSP00000514759.2	434
PTEN	ENST00000371953.8	ENSP00000361021.3	403
PTEN	ENST00000700021.1	ENSP00000514757.1	388
PTEN	ENST00000472832.3	ENSP00000483066.2	344
PTGS2	ENST00000367468.10	ENSP00000356438.5	604
PTGS2	ENST00000680451.1	ENSP00000506242.1	604
PTPRE	ENST00000254667.8	ENSP00000254667.3	700
PTPRE	ENST00000442830.5	ENSP00000410540.1	140
PTPRE	ENST00000471218.5	ENSP00000474102.1	149
PTPRE	ENST00000455661.5	ENSP00000416939.1	153
PTPRE	ENST00000467366.1	ENSP00000474830.1	107
PTPRE	ENST00000306042.9	ENSP00000303350.5	642
PTPRJ	ENST00000698881.1	ENSP00000514003.1	1451
PTPRJ	ENST00000418331.7	ENSP00000400010.2	1337
PTPRJ	ENST00000440289.6	ENSP00000409733.2	539
PTPRJ	ENST00000534219.5	ENSP00000432686.1	120
PTPRJ	ENST00000527952.1	ENSP00000435618.1	146
PTPRN2	ENST00000389413.7	ENSP00000374064.3	986
PTPRN2	ENST00000409483.5	ENSP00000387114.1	977
PTPRN2	ENST00000389418.9	ENSP00000374069.4	1015
PTPRN2	ENST00000389416.8	ENSP00000374067.4	998
PTPRN2	ENST00000648371.1	ENSP00000498058.1	293
PVALB	ENST00000216200.9	ENSP00000216200.5	110
PVALB	ENST00000406910.6	ENSP00000384735.2	106
PVALB	ENST00000417718.7	ENSP00000400247.2	110
PVALB	ENST00000404171.1	ENSP00000386089.1	78
PVALB	ENST00000443735.1	ENSP00000406977.1	101
PVR	ENST00000344956.8	ENSP00000340870.3	364
PVR	ENST00000706603.1	ENSP00000516465.1	439
PVR	ENST00000706606.1	ENSP00000516467.1	335
PVR	ENST00000403059.8	ENSP00000385344.3	372
PVR	ENST00000425690.8	ENSP00000402060.2	417
PVR	ENST00000406449.8	ENSP00000383907.3	392
PVR	ENST00000587785.1	ENSP00000466447.1	70
PXN	ENST00000267257.11	ENSP00000267257.7	605
PXN	ENST00000458477.6	ENSP00000395536.2	424
PXN	ENST00000637617.2	ENSP00000489840.1	1081
PXN	ENST00000228307.11	ENSP00000228307.7	591
PXN	ENST00000424649.6	ENSP00000391283.2	557
PXN	ENST00000536957.5	ENSP00000443887.1	589
PXN	ENST00000637386.1	ENSP00000490352.1	207
PXN	ENST00000543331.1	ENSP00000443745.1	176
PXN	ENST00000546532.5	ENSP00000447180.1	37
PXN	ENST00000548912.5	ENSP00000446607.1	36
PXN	ENST00000552550.5	ENSP00000446650.1	31
PYCARD	ENST00000350605.4	ENSP00000340441.4	176
PYCARD	ENST00000247470.10	ENSP00000247470.9	195
PYCARD	ENST00000561508.1	ENSP00000455141.1	125
PYGL	ENST00000532462.5	ENSP00000431657.1	819
PYGL	ENST00000216392.8	ENSP00000216392.7	847
PYGL	ENST00000544180.6	ENSP00000443787.1	813
QPCT	ENST00000650442.1	ENSP00000498156.1	137
QPCT	ENST00000404976.5	ENSP00000385391.1	284
QPCT	ENST00000338415.8	ENSP00000344829.3	361
QPCT	ENST00000444022.1	ENSP00000389227.1	117
R3HDM4	ENST00000361574.10	ENSP00000355385.4	268
R3HDM4	ENST00000587975.2	ENSP00000464744.1	247
R3HDM4	ENST00000626716.1	ENSP00000486092.1	45
RAB11FIP1	ENST00000287263.8	ENSP00000287263.4	649
RAB11FIP1	ENST00000330843.9	ENSP00000331342.4	1283
RAB11FIP1	ENST00000522727.5	ENSP00000430009.1	501
RAB11FIP1	ENST00000524118.1	ENSP00000430680.1	439
RAB33B	ENST00000652268.1	ENSP00000498778.1	277
RAB33B	ENST00000305626.6	ENSP00000306496.5	229
RAB36	ENST00000341989.9	ENSP00000343494.5	245
RAB36	ENST00000263116.8	ENSP00000263116.3	267
RAB36	ENST00000420895.1	ENSP00000397594.1	132
RAB3D	ENST00000222120.8	ENSP00000222120.2	219
RAB3D	ENST00000589655.1	ENSP00000466000.1	219
RAB43	ENST00000393304.5	ENSP00000376981.1	212
RAB43	ENST00000393308.5	ENSP00000376985.1	212
RAB43	ENST00000393307.5	ENSP00000376984.1	212
RAB43	ENST00000393305.5	ENSP00000376982.1	212
RAB43	ENST00000315150.10	ENSP00000319781.6	212
RAB43	ENST00000476465.5	ENSP00000427632.1	155
RAB43	ENST00000615093.1	ENSP00000481399.1	155
RAB43	ENST00000457077.1	ENSP00000390782.1	86
RAF1	ENST00000688543.1	ENSP00000509612.1	615
RAF1	ENST00000691888.1	ENSP00000510730.1	273
RAF1	ENST00000251849.9	ENSP00000251849.4	648
RAF1	ENST00000442415.7	ENSP00000401888.2	668
RAF1	ENST00000692093.1	ENSP00000509669.1	615
RAF1	ENST00000693312.1	ENSP00000508686.1	573
RAF1	ENST00000690460.1	ENSP00000509106.1	644
RAF1	ENST00000691899.1	ENSP00000508763.1	648
RAF1	ENST00000687923.1	ENSP00000510255.1	611
RAF1	ENST00000690397.1	ENSP00000508730.1	611
RAF1	ENST00000432427.3	ENSP00000398591.3	421
RAF1	ENST00000689389.1	ENSP00000510213.1	589
RAF1	ENST00000685653.1	ENSP00000509968.1	648
RAF1	ENST00000685437.1	ENSP00000508794.1	615
RAF1	ENST00000685959.1	ENSP00000510452.1	278
RAF1	ENST00000689033.1	ENSP00000508983.1	278
RAF1	ENST00000689226.1	ENSP00000510613.1	287
RAF1	ENST00000688753.1	ENSP00000508771.1	193
RAF1	ENST00000685740.1	ENSP00000510566.1	193
RAF1	ENST00000691718.1	ENSP00000510160.1	193
RAF1	ENST00000692959.1	ENSP00000509353.1	193
RALBP1	ENST00000019317.8	ENSP00000019317.4	655
RALBP1	ENST00000585015.6	ENSP00000463693.1	186
RALBP1	ENST00000383432.8	ENSP00000372924.3	655
RALBP1	ENST00000609094.2	ENSP00000492511.1	242
RALBP1	ENST00000458039.3	ENSP00000411556.3	207
RALBP1	ENST00000577221.1	ENSP00000462549.1	3
RAPGEF2	ENST00000644474.1	ENSP00000495906.1	1679
RAPGEF2	ENST00000691494.1	ENSP00000510694.1	1660
RAPGEF2	ENST00000644902.1	ENSP00000495298.1	1559
RAPGEF2	ENST00000510510.5	ENSP00000421740.1	155
RAPGEF2	ENST00000264431.8	ENSP00000264431.4	1499
RAPGEF2	ENST00000505026.2	ENSP00000516108.1	1540
RAPGEF2	ENST00000514565.1	ENSP00000422361.1	154
RARA	ENST00000254066.10	ENSP00000254066.5	462
RARA	ENST00000577646.5	ENSP00000464287.1	66
RARA	ENST00000394089.6	ENSP00000377649.2	462
RARA	ENST00000425707.7	ENSP00000389993.3	365
RARA	ENST00000394086.7	ENSP00000377648.3	478
RARA	ENST00000394081.7	ENSP00000377643.3	457
RARA	ENST00000475125.1	ENSP00000462514.1	186
RASSF3	ENST00000637125.1	ENSP00000490100.1	299
RASSF3	ENST00000636333.1	ENSP00000490955.1	64
RASSF3	ENST00000542104.6	ENSP00000443021.1	238
RBM47	ENST00000381793.6	ENSP00000371212.2	593
RBM47	ENST00000381795.10	ENSP00000371214.6	524
RBM47	ENST00000295971.12	ENSP00000295971.7	593
RBM47	ENST00000514014.1	ENSP00000423243.1	555
RBM47	ENST00000515053.5	ENSP00000422564.1	217
RBM47	ENST00000513473.5	ENSP00000421589.1	193
RBM47	ENST00000505414.5	ENSP00000423527.1	158
RBM47	ENST00000514782.5	ENSP00000426542.1	137
RBM47	ENST00000507180.5	ENSP00000423398.1	123
RBM47	ENST00000511598.5	ENSP00000424019.1	113
RBM47	ENST00000511902.5	ENSP00000425111.1	59
RBM47	ENST00000505220.1	ENSP00000425507.1	59
RBP7	ENST00000294435.8	ENSP00000294435.7	134
RELB	ENST00000505236.2	ENSP00000423287.1	576
RELB	ENST00000221452.13	ENSP00000221452.7	579
RELB	ENST00000589972.1	ENSP00000468460.1	142
RELL1	ENST00000314117.8	ENSP00000313385.4	271
RELL1	ENST00000454158.7	ENSP00000398778.2	271
RELL1	ENST00000512114.1	ENSP00000424031.1	247
REM2	ENST00000536884.1	ENSP00000442774.1	221
REM2	ENST00000267396.9	ENSP00000267396.4	340
REPS2	ENST00000357277.8	ENSP00000349824.3	660
REPS2	ENST00000303843.7	ENSP00000306033.7	659
RESF1	ENST00000540924.5	ENSP00000445152.1	35
RESF1	ENST00000312561.9	ENSP00000310338.4	1747
RESF1	ENST00000381054.3	ENSP00000370442.3	674
RFX1	ENST00000254325.9	ENSP00000254325.3	979
RFX1	ENST00000588885.1	ENSP00000464960.1	158
RFX2	ENST00000303657.10	ENSP00000306335.4	723
RFX2	ENST00000359161.7	ENSP00000352076.3	723
RFX2	ENST00000592546.5	ENSP00000467166.1	698
RFX2	ENST00000589340.1	ENSP00000466028.1	180
RFX2	ENST00000589742.5	ENSP00000466177.1	98
RFX2	ENST00000586806.1	ENSP00000467736.1	147
RFX2	ENST00000587321.1	ENSP00000465122.1	33
RFX2	ENST00000586302.5	ENSP00000467979.1	169
RFX2	ENST00000592473.5	ENSP00000468036.1	110
RFX2	ENST00000592883.5	ENSP00000464826.1	142
RFX2	ENST00000593241.5	ENSP00000466890.1	93
RFX2	ENST00000592281.5	ENSP00000468561.1	105
RFX2	ENST00000587181.1	ENSP00000465135.1	99
RGS2	ENST00000235382.7	ENSP00000235382.5	211
RHOB	ENST00000272233.6	ENSP00000272233.4	196
RHOQ	ENST00000238738.9	ENSP00000238738.4	205
RHOQ	ENST00000482449.2	ENSP00000428006.1	75
RICTOR	ENST00000296782.10	ENSP00000296782.5	1732
RICTOR	ENST00000357387.8	ENSP00000349959.3	1708
RICTOR	ENST00000711063.1	ENSP00000518562.1	1694
RICTOR	ENST00000514735.2	ENSP00000423162.2	1692
RICTOR	ENST00000503698.2	ENSP00000518563.1	246
RIGI	ENST00000679665.1	ENSP00000504921.1	854
RIGI	ENST00000379883.3	ENSP00000369213.2	925
RIGI	ENST00000379868.6	ENSP00000369197.2	880
RIGI	ENST00000679859.1	ENSP00000505702.1	425
RILP	ENST00000574810.5	ENSP00000459101.1	226
RILP	ENST00000301336.7	ENSP00000301336.6	401
RIN3	ENST00000216487.12	ENSP00000216487.7	985
RIN3	ENST00000620541.4	ENSP00000480603.1	913
RIN3	ENST00000557762.1	ENSP00000452155.1	78
RIN3	ENST00000556418.1	ENSP00000450986.1	420
RIPOR1	ENST00000562116.1	ENSP00000455239.1	8
RIPOR1	ENST00000562755.5	ENSP00000457739.1	96
RIPOR1	ENST00000379312.7	ENSP00000368614.3	1223
RIPOR1	ENST00000042381.9	ENSP00000042381.4	1219
RIPOR1	ENST00000540839.7	ENSP00000443568.3	1238
RIPOR1	ENST00000566907.1	ENSP00000457888.1	52
RIPOR1	ENST00000422602.8	ENSP00000400099.2	1239
RIPOR1	ENST00000566920.5	ENSP00000456525.2	88
RIPOR1	ENST00000565176.5	ENSP00000455795.2	152
RIPOR1	ENST00000428437.6	ENSP00000389456.2	1233
RIPOR1	ENST00000569253.5	ENSP00000454376.1	589
RIPOR1	ENST00000566559.5	ENSP00000456893.1	627
RIPOR1	ENST00000569179.1	ENSP00000455200.1	140
RIPOR1	ENST00000568959.1	ENSP00000456924.1	156
RIPOR2	ENST00000613507.4	ENSP00000482957.1	1068
RIPOR2	ENST00000259698.9	ENSP00000259698.4	1068
RIPOR2	ENST00000643898.2	ENSP00000494268.2	1047
RIPOR2	ENST00000538035.6	ENSP00000441138.2	1018
RIPOR2	ENST00000378023.8	ENSP00000367262.4	591
RIPOR2	ENST00000510784.8	ENSP00000441305.1	647
RIPOR2	ENST00000540914.5	ENSP00000438425.1	613
RIPOR2	ENST00000643623.1	ENSP00000495245.1	591
RIPOR2	ENST00000644621.1	ENSP00000495914.1	591
RIPOR2	ENST00000645100.1	ENSP00000495879.1	642
RIPOR2	ENST00000647136.1	ENSP00000494150.1	613
RIPOR2	ENST00000644411.1	ENSP00000494904.1	663
RIPOR2	ENST00000647309.1	ENSP00000493881.1	85
RIPOR2	ENST00000645703.1	ENSP00000493948.1	27
RNF13	ENST00000344229.7	ENSP00000341361.3	381
RNF13	ENST00000470151.5	ENSP00000419836.1	80
RNF13	ENST00000466478.5	ENSP00000419508.1	72
RNF13	ENST00000491086.5	ENSP00000420667.1	233
RNF13	ENST00000467977.5	ENSP00000418308.1	150
RNF13	ENST00000392894.8	ENSP00000376628.3	381
RNF13	ENST00000468648.5	ENSP00000420067.1	115
RNF13	ENST00000459632.5	ENSP00000419069.1	165
RNF13	ENST00000466795.5	ENSP00000417655.1	163
RNF13	ENST00000490631.5	ENSP00000417294.1	192
RNF13	ENST00000361785.10	ENSP00000355268.6	262
RNF13	ENST00000482083.7	ENSP00000418863.3	232
RNF13	ENST00000468289.1	ENSP00000420510.1	183
RNF130	ENST00000522208.6	ENSP00000429509.1	419
RNF130	ENST00000521389.6	ENSP00000430237.1	419
RNF130	ENST00000261947.4	ENSP00000261947.4	384
RNF149	ENST00000295317.4	ENSP00000295317.3	400
RNF175	ENST00000347063.9	ENSP00000340979.4	328
RNF175	ENST00000508248.1	ENSP00000427472.1	150
RNF19B	ENST00000373456.11	ENSP00000362555.7	732
RNF19B	ENST00000235150.5	ENSP00000235150.4	731
RNF19B	ENST00000356990.9	ENSP00000349482.5	587
RNF24	ENST00000336095.10	ENSP00000336753.5	148
RNF24	ENST00000358395.11	ENSP00000351166.6	148
RNF24	ENST00000432261.6	ENSP00000388550.2	169
RNF24	ENST00000545616.2	ENSP00000444711.1	169
RPGR	ENST00000642395.2	ENSP00000493468.2	815
RPGR	ENST00000339363.7	ENSP00000343671.3	1020
RPGR	ENST00000644238.1	ENSP00000496728.1	642
RPGR	ENST00000644337.1	ENSP00000494557.1	753
RPGR	ENST00000494707.6	ENSP00000417336.2	415
RPGR	ENST00000645032.1	ENSP00000495537.1	1152
RPGR	ENST00000464437.1	ENSP00000417574.1	129
RPGR	ENST00000642558.1	ENSP00000496427.1	379
RPGR	ENST00000647261.1	ENSP00000493681.1	325
RRAGD	ENST00000369415.9	ENSP00000358423.4	400
RRAGD	ENST00000359203.3	ENSP00000352131.2	249
RSAD2	ENST00000680607.1	ENSP00000506390.1	361
RSAD2	ENST00000680320.1	ENSP00000505832.1	239
RSAD2	ENST00000442639.6	ENSP00000406427.2	293
RSAD2	ENST00000382040.4	ENSP00000371471.3	361
RSBN1L	ENST00000334955.13	ENSP00000334040.7	846
RSBN1L	ENST00000445288.5	ENSP00000393888.1	576
RSBN1L	ENST00000445512.5	ENSP00000414313.1	199
RSBN1L	ENST00000441514.1	ENSP00000405231.1	177
RSPH14	ENST00000216036.9	ENSP00000216036.4	348
RSPH14	ENST00000421213.1	ENSP00000414155.1	73
RSPH14	ENST00000439064.1	ENSP00000406822.1	67
RSPH14	ENST00000452757.5	ENSP00000391552.1	67
RSPH14	ENST00000406876.1	ENSP00000385567.1	108
RSPH3	ENST00000367069.7	ENSP00000356036.1	418
RSPH3	ENST00000449822.5	ENSP00000393195.1	322
RTN3	ENST00000341307.6	ENSP00000340903.2	241
RTN3	ENST00000356000.7	ENSP00000348279.3	255
RTN3	ENST00000542238.5	ENSP00000437971.1	185
RTN3	ENST00000339997.8	ENSP00000344106.4	1013
RTN3	ENST00000540798.5	ENSP00000442733.1	920
RTN3	ENST00000545432.5	ENSP00000441614.1	136
RTN3	ENST00000543552.5	ENSP00000442080.1	130
RTN3	ENST00000377819.10	ENSP00000367050.5	1032
RTN3	ENST00000537981.5	ENSP00000440874.1	236
RTN3	ENST00000354497.4	ENSP00000346492.4	214
RUBCNL	ENST00000676114.1	ENSP00000502252.1	662
RUBCNL	ENST00000429979.6	ENSP00000396935.1	662
RUBCNL	ENST00000676307.1	ENSP00000502015.1	662
RUBCNL	ENST00000378781.7	ENSP00000368057.4	505
RUBCNL	ENST00000378797.6	ENSP00000368074.3	447
RUBCNL	ENST00000389908.7	ENSP00000374558.3	662
RUBCNL	ENST00000676051.1	ENSP00000501843.1	527
RUBCNL	ENST00000675992.1	ENSP00000502396.1	447
RUBCNL	ENST00000378784.8	ENSP00000368061.4	595
RUBCNL	ENST00000378787.7	ENSP00000368064.3	635
RUBCNL	ENST00000409879.6	ENSP00000386578.2	505
RUBCNL	ENST00000675585.1	ENSP00000502011.1	571
RUBCNL	ENST00000417405.2	ENSP00000402357.2	635
RUBCNL	ENST00000631139.2	ENSP00000485932.1	527
RUBCNL	ENST00000439642.1	ENSP00000414579.1	178
RXRA	ENST00000481739.2	ENSP00000419692.1	462
RXRA	ENST00000672570.1	ENSP00000500402.1	435
RXRA	ENST00000649020.1	ENSP00000497073.1	123
S100A11	ENST00000271638.3	ENSP00000271638.2	105
S100A8	ENST00000368732.5	ENSP00000357721.1	93
S100A8	ENST00000368733.4	ENSP00000357722.3	93
S100A9	ENST00000368738.4	ENSP00000357727.3	114
S100P	ENST00000296370.4	ENSP00000296370.3	95
S100Z	ENST00000513010.5	ENSP00000426768.1	99
S100Z	ENST00000317593.9	ENSP00000320430.4	99
S100Z	ENST00000613039.1	ENSP00000483535.1	99
SAMD8	ENST00000447533.5	ENSP00000391799.1	253
SAMD8	ENST00000671730.1	ENSP00000499830.1	478
SAMD8	ENST00000671800.1	ENSP00000500411.1	415
SAMD8	ENST00000542569.6	ENSP00000438042.1	415
SAMD8	ENST00000372687.4	ENSP00000361772.3	326
SAP25	ENST00000538735.5	ENSP00000442339.1	199
SAP25	ENST00000622764.3	ENSP00000481773.2	297
SAP25	ENST00000614631.4	ENSP00000481351.1	199
SAT1	ENST00000379254.5	ENSP00000368556.1	143
SAT1	ENST00000379270.5	ENSP00000368572.4	171
SBF2	ENST00000692716.1	ENSP00000509545.1	1806
SBF2	ENST00000256190.13	ENSP00000256190.8	1849
SBF2	ENST00000689940.1	ENSP00000508452.1	1847
SBF2	ENST00000688344.1	ENSP00000509987.1	1718
SBF2	ENST00000689128.1	ENSP00000509587.1	1881
SBF2	ENST00000675281.2	ENSP00000502491.1	1874
SBF2	ENST00000676387.2	ENSP00000502779.1	1868
SBF2	ENST00000525040.5	ENSP00000509177.1	139
SBF2	ENST00000689258.1	ENSP00000510475.1	1828
SBF2	ENST00000689597.1	ENSP00000510781.1	1312
SBF2	ENST00000530741.2	ENSP00000432643.2	1002
SBF2	ENST00000533770.6	ENSP00000509247.1	1152
SBF2	ENST00000420722.3	ENSP00000410478.3	727
SBF2	ENST00000686079.1	ENSP00000509599.1	238
SBF2	ENST00000687256.1	ENSP00000508741.1	235
SBF2	ENST00000688206.1	ENSP00000510516.1	284
SBF2	ENST00000693212.1	ENSP00000510716.1	219
SBF2	ENST00000687300.1	ENSP00000508415.1	221
SBF2	ENST00000692068.1	ENSP00000510763.1	61
SBNO2	ENST00000438103.6	ENSP00000400762.1	1309
SBNO2	ENST00000361757.8	ENSP00000354733.2	1366
SBNO2	ENST00000587024.5	ENSP00000468520.1	1356
SBNO2	ENST00000590998.5	ENSP00000468534.1	128
SBNO2	ENST00000590176.5	ENSP00000466861.1	128
SBNO2	ENST00000587655.2	ENSP00000468302.1	111
SCARF1	ENST00000263071.9	ENSP00000263071.4	830
SCARF1	ENST00000571272.5	ENSP00000458174.1	569
SCGB1C1	ENST00000342878.3	ENSP00000344545.2	95
SCLT1	ENST00000281142.10	ENSP00000281142.5	688
SCLT1	ENST00000439369.6	ENSP00000395292.2	175
SCLT1	ENST00000503215.5	ENSP00000424029.1	284
SCLT1	ENST00000506368.5	ENSP00000424304.1	131
SCLT1	ENST00000511426.5	ENSP00000420861.1	79
SCLT1	ENST00000503401.1	ENSP00000425315.1	56
SCNN1A	ENST00000360168.7	ENSP00000353292.3	728
SCNN1A	ENST00000540037.5	ENSP00000440876.1	369
SCNN1A	ENST00000228916.7	ENSP00000228916.2	669
SCNN1A	ENST00000396966.6	ENSP00000380166.2	511
SCNN1A	ENST00000543768.1	ENSP00000438739.1	692
SCNN1A	ENST00000536788.1	ENSP00000443434.1	159
SDC2	ENST00000518385.5	ENSP00000429045.1	165
SDC2	ENST00000302190.9	ENSP00000307046.4	201
SDC2	ENST00000522911.5	ENSP00000427784.1	172
SDC2	ENST00000519914.5	ENSP00000428256.1	172
SDC2	ENST00000521590.5	ENSP00000429121.1	137
SDC2	ENST00000523877.1	ENSP00000429662.2	145
SDCBP	ENST00000447182.6	ENSP00000409288.2	297
SDCBP	ENST00000413219.6	ENSP00000411771.2	298
SDCBP	ENST00000424270.6	ENSP00000395351.2	292
SDCBP	ENST00000523483.5	ENSP00000428184.1	318
SDCBP	ENST00000520168.5	ENSP00000430730.1	239
SDCBP	ENST00000260130.9	ENSP00000260130.4	298
SDCBP	ENST00000630925.1	ENSP00000487245.1	318
SDCBP	ENST00000447267.4	ENSP00000397820.2	244
SDR42E2	ENST00000686682.1	ENSP00000509391.1	515
SDR42E2	ENST00000602312.3	ENSP00000473474.2	422
SEC14L1	ENST00000561721.6	ENSP00000466079.1	14
SEC14L1	ENST00000589827.5	ENSP00000464973.1	445
SEC14L1	ENST00000392476.6	ENSP00000376268.2	719
SEC14L1	ENST00000430767.8	ENSP00000408169.3	715
SEC14L1	ENST00000586429.5	ENSP00000466220.1	71
SEC14L1	ENST00000588880.5	ENSP00000465196.1	15
SEC14L1	ENST00000585618.5	ENSP00000466581.1	715
SEC14L1	ENST00000436233.9	ENSP00000390392.3	715
SEC14L1	ENST00000443798.8	ENSP00000406030.3	719
SEC14L1	ENST00000587820.1	ENSP00000467868.1	60
SEC14L1	ENST00000591437.5	ENSP00000467934.1	681
SEC14L1	ENST00000588616.6	ENSP00000466137.2	143
SEC14L1	ENST00000431431.6	ENSP00000389838.1	681
SEC14L1	ENST00000590483.1	ENSP00000468727.1	89
SEC14L1	ENST00000589202.1	ENSP00000467347.1	156
SEC14L1	ENST00000588488.1	ENSP00000464777.1	118
SECTM1	ENST00000269389.8	ENSP00000269389.3	248
SECTM1	ENST00000580437.5	ENSP00000463904.1	149
SECTM1	ENST00000581691.5	ENSP00000463114.1	178
SECTM1	ENST00000582563.5	ENSP00000463120.1	170
SECTM1	ENST00000583093.5	ENSP00000462563.1	146
SECTM1	ENST00000582290.5	ENSP00000462294.1	85
SECTM1	ENST00000581954.1	ENSP00000464385.1	44
SEMA4A	ENST00000435124.5	ENSP00000401391.1	321
SEMA4A	ENST00000633494.1	ENSP00000487730.1	100
SEMA4A	ENST00000414683.5	ENSP00000399230.1	220
SEMA4A	ENST00000355014.6	ENSP00000347117.2	761
SEMA4A	ENST00000368284.5	ENSP00000357267.1	629
SEMA4A	ENST00000368285.8	ENSP00000357268.3	761
SEMA4A	ENST00000438830.5	ENSP00000392865.1	236
SEMA4A	ENST00000368282.1	ENSP00000357265.1	761
SEMA4B	ENST00000559322.5	ENSP00000453272.1	113
SEMA4B	ENST00000561085.1	ENSP00000453951.1	115
SEMA4B	ENST00000332496.10	ENSP00000332204.6	837
SEMA4B	ENST00000558895.5	ENSP00000453705.1	91
SEMA4B	ENST00000559792.5	ENSP00000453563.1	121
SEMA4B	ENST00000411539.7	ENSP00000394720.2	837
SEMA4B	ENST00000559074.5	ENSP00000453804.1	461
SEMA4B	ENST00000559983.5	ENSP00000453866.1	253
SEMA4B	ENST00000559247.1	ENSP00000454068.1	120
SEPTIN5	ENST00000455784.7	ENSP00000391311.2	369
SEPTIN5	ENST00000406395.5	ENSP00000384535.1	337
SEPTIN5	ENST00000412544.5	ENSP00000408678.1	301
SEPTIN5	ENST00000431124.5	ENSP00000414488.1	304
SEPTIN5	ENST00000383045.7	ENSP00000372515.3	378
SEPTIN5	ENST00000438754.6	ENSP00000394541.2	346
SEPTIN5	ENST00000395109.6	ENSP00000378541.2	180
SEPTIN5	ENST00000413258.1	ENSP00000404673.1	106
SERPING1	ENST00000405496.5	ENSP00000384561.1	160
SERPING1	ENST00000619430.2	ENSP00000478572.2	432
SERPING1	ENST00000457869.1	ENSP00000399746.1	122
SERPING1	ENST00000340687.10	ENSP00000341861.6	463
SERPING1	ENST00000278407.9	ENSP00000278407.4	500
SERPING1	ENST00000378323.8	ENSP00000367574.4	505
SERPING1	ENST00000378324.6	ENSP00000367575.2	448
SERPING1	ENST00000403558.1	ENSP00000384420.1	543
SERPING1	ENST00000677625.1	ENSP00000502857.1	482
SERPING1	ENST00000676670.1	ENSP00000504807.1	500
SGK1	ENST00000413996.7	ENSP00000396242.3	445
SGK1	ENST00000237305.12	ENSP00000237305.7	431
SGK1	ENST00000367858.10	ENSP00000356832.5	526
SGK1	ENST00000367857.9	ENSP00000356831.5	421
SGK1	ENST00000528577.5	ENSP00000434450.1	459
SGK1	ENST00000475719.6	ENSP00000434302.1	387
SGK1	ENST00000461976.2	ENSP00000435577.1	144
SGK1	ENST00000460769.1	ENSP00000431705.1	55
SGK1	ENST00000524929.1	ENSP00000435724.1	153
SGK1	ENST00000533224.1	ENSP00000436470.1	60
SH2D4A	ENST00000265807.8	ENSP00000265807.3	454
SH2D4A	ENST00000518040.5	ENSP00000429482.1	409
SH2D4A	ENST00000519207.5	ENSP00000428684.1	454
SH2D4A	ENST00000523736.1	ENSP00000428048.1	189
SH3BP5L	ENST00000366472.6	ENSP00000355428.5	393
SH3GLB1	ENST00000535010.5	ENSP00000441355.1	265
SH3GLB1	ENST00000616170.4	ENSP00000479919.1	394
SH3GLB1	ENST00000370558.8	ENSP00000473267.1	365
SH3GLB1	ENST00000705519.1	ENSP00000516134.1	378
